loc_rowid,pl_name,hostname,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,sy_dist,sy_disterr1,sy_disterr2
5064,TOI-1246 c,TOI-1246,1,4,2022,5.90413700,0.00001400,-0.00001400,0,0.061000,0.001000,-0.001000,0,2.451,0.138,-0.088,0,9.10000,1.30000,-1.20000,0,169.4220000,0.6730000,-0.6690000
5065,TOI-1246 d,TOI-1246,1,4,2022,18.65487400,0.00005500,-0.00005500,0,0.132000,0.003000,-0.003000,0,3.431,0.150,-0.116,0,5.40000,1.90000,-1.90000,0,169.4220000,0.6730000,-0.6690000
5066,TOI-1246 e,TOI-1246,1,4,2022,37.92548000,0.00016000,-0.00016000,0,0.212000,0.004000,-0.004000,0,3.514,0.269,-0.182,0,14.50000,2.30000,-2.30000,0,169.4220000,0.6730000,-0.6690000
5067,TOI-1248 b,TOI-1248,1,1,2024,4.36015610,0.00000110,-0.00000110,0,0.051000,0.001000,-0.001000,0,6.808,0.117,-0.120,0,27.40000,3.60000,-3.50000,0,168.7350000,0.6020000,-0.5970000
5068,TOI-1249 b,TOI-1249,1,1,2024,13.07915100,0.00005400,-0.00005400,0,0.109000,0.002000,-0.002000,0,3.271,0.307,-0.187,0,11.90000,5.20000,-5.10000,0,139.4900000,0.5370000,-0.5330000
5069,TOI-125 b,TOI-125,1,3,2019,4.65382000,0.00033000,-0.00031000,0,0.051860,0.000860,-0.000770,0,2.726,0.075,-0.075,0,9.50000,0.88000,-0.88000,0,111.0590000,0.4440000,-0.4400000
5070,TOI-125 c,TOI-125,1,3,2019,9.15059000,0.00070000,-0.00082000,0,0.081400,0.001300,-0.001300,0,2.759,0.100,-0.100,0,6.63000,0.99000,-0.99000,0,111.0590000,0.4440000,-0.4400000
5071,TOI-125 d,TOI-125,1,3,2020,19.98000000,0.00500000,-0.00560000,0,0.137000,0.002200,-0.002200,0,2.930,0.170,-0.170,0,13.60000,1.20000,-1.20000,0,111.0590000,0.4440000,-0.4400000
5072,TOI-1259 A b,TOI-1259 A,2,1,2021,3.47797800,0.00000190,-0.00000170,0,0.040700,0.001140,-0.001100,0,11.456,0.336,-0.303,0,140.16233,15.57359,-14.93794,0,118.1060000,0.3750000,-0.3720000
5073,TOI-1260 b,TOI-1260,1,3,2021,3.12746300,0.00000500,-0.00000500,0,0.036700,0.001100,-0.001100,0,2.410,0.050,-0.050,0,8.56000,1.54000,-1.54000,0,73.5977000,0.1607000,-0.1601000
5074,TOI-1260 c,TOI-1260,1,3,2021,7.49313400,0.00002000,-0.00002000,0,0.065700,0.002000,-0.002000,0,2.760,0.070,-0.070,0,13.20000,4.23000,-4.23000,0,73.5977000,0.1607000,-0.1601000
5075,TOI-1260 d,TOI-1260,1,3,2022,16.60816400,0.00008300,-0.00008300,0,0.111600,0.003300,-0.003300,0,3.120,0.080,-0.080,0,11.84000,7.79000,-7.79000,0,73.5977000,0.1607000,-0.1601000
5076,TOI-1266 b,TOI-1266,1,2,2020,10.89484100,0.00001100,-0.00001100,0,0.072800,0.001100,-0.001100,0,2.620,0.110,-0.110,0,4.23000,0.69000,-0.69000,0,36.0118000,0.0295000,-0.0295000
5077,TOI-1266 c,TOI-1266,1,2,2020,18.80161100,0.00005300,-0.00005300,0,0.104700,0.001600,-0.001600,0,2.130,0.120,-0.120,0,2.88000,0.80000,-0.80000,0,36.0118000,0.0295000,-0.0295000
5078,TOI-1268 b,TOI-1268,1,1,2022,8.15770940,0.00000450,-0.00000450,0,0.071100,0.006300,-0.005800,0,9.100,0.600,-0.600,0,96.40000,8.20000,-8.30000,0,109.5570000,0.5450000,-0.5400000
5079,TOI-1269 b,TOI-1269,1,1,2024,4.25299130,0.00000680,-0.00000680,0,0.049600,0.000900,-0.001000,0,2.401,0.150,-0.074,0,6.40000,3.00000,-2.90000,0,172.1380000,0.6960000,-0.6900000
5080,TOI-1272 b,TOI-1272,1,2,2022,3.31599000,0.00001800,-0.00001800,0,0.041700,0.000700,-0.000700,0,4.132,0.226,-0.151,0,27.00000,2.70000,-2.50000,0,137.5720000,0.4030000,-0.4010000
5081,TOI-1272 c,TOI-1272,1,2,2022,8.68110000,0.00690000,-0.00690000,0,0.079000,0.001000,-0.001000,0,4.950,,,0,21.70000,3.60000,-3.60000,0,137.5720000,0.4030000,-0.4010000
5082,TOI-1273 b,TOI-1273,1,1,2024,4.63129600,0.00000300,-0.00000300,0,0.054900,0.001000,-0.001000,0,11.097,2.466,-2.466,0,70.55791,4.76743,-4.76743,0,177.1180000,1.2220000,-1.2060000
5083,TOI-1278 b,TOI-1278,1,1,2021,14.47567000,0.00021000,-0.00021000,0,0.095000,0.001000,-0.001000,0,12.218,2.690,-2.242,0,5879.82553,158.91420,-158.91420,0,75.5759000,0.1549500,-0.1549500
5084,TOI-1279 b,TOI-1279,1,1,2024,9.61419000,0.00004000,-0.00004000,0,0.085000,0.002000,-0.002000,0,2.661,0.138,-0.106,0,10.60000,2.50000,-2.50000,0,107.0550000,0.2860000,-0.2840000
5085,TOI-128.01,TOI-128,1,1,2024,4.94046810,,,0,0.053810,,,0,2.219,0.109,-0.109,0,5.56000,,,0,68.4727000,0.1192000,-0.1188000
5086,TOI-1288 b,TOI-1288,1,2,2022,2.69982790,0.00000490,-0.00000490,0,0.037400,0.000700,-0.000800,0,4.968,0.108,-0.100,0,44.10000,2.70000,-2.60000,0,114.8650000,0.3220000,-0.3210000
5087,TOI-1288 c,TOI-1288,1,2,2022,416.00000000,12.00000000,-12.00000000,0,1.070000,0.030000,-0.030000,0,11.100,,,0,85.70000,12.10000,-11.70000,0,114.8650000,0.3220000,-0.3210000
5088,TOI-1294 b,TOI-1294,1,2,2024,3.91529200,0.00001500,-0.00001500,0,0.051000,0.001000,-0.001000,0,10.124,0.236,-0.221,0,63.90000,4.70000,-4.50000,0,332.6480000,2.3010000,-2.2710000
5089,TOI-1294 c,TOI-1294,1,2,2024,159.90000000,2.50000000,-2.50000000,0,0.610000,0.020000,-0.020000,0,14.300,,,0,147.00000,15.00000,-14.00000,0,332.6480000,2.3010000,-2.2710000
5090,TOI-1296 b,TOI-1296,1,1,2021,3.94437360,0.00000160,-0.00000160,0,0.051000,0.001000,-0.001000,0,14.116,0.285,-0.263,0,95.30000,4.70000,-4.60000,0,323.2650000,2.8450000,-2.7970000
5091,TOI-1298 b,TOI-1298,1,1,2021,4.53714300,0.00000300,-0.00000300,0,0.057000,0.001000,-0.001000,0,9.658,0.199,-0.173,0,99.00000,6.00000,-6.00000,0,319.0360000,2.0010000,-1.9780000
5092,TOI-132 b,TOI-132,1,1,2020,2.10970190,0.00001200,-0.00001100,0,0.026000,0.002000,-0.003000,0,3.420,0.130,-0.140,0,22.40000,1.90000,-1.92000,0,163.6780000,0.9930000,-0.9810000
5093,TOI-1333 b,TOI-1333,2,1,2021,4.72021900,0.00001100,-0.00001100,0,0.062600,0.001100,-0.001200,0,15.648,0.628,-0.605,0,753.25710,76.27920,-76.27920,0,200.4920000,1.2020000,-1.1880000
5094,TOI-1338 b,TOI-1338 A,2,2,2020,95.40010000,0.00620000,-0.00560000,0,0.460700,0.008400,-0.008800,0,7.661,0.053,-0.053,0,11.30000,2.10000,-2.10000,0,399.0170000,3.1620000,-3.1130000
5095,TOI-1338 c,TOI-1338 A,2,2,2023,215.79000000,0.46000000,-0.46000000,0,0.794000,0.016000,-0.016000,0,10.300,,,0,75.40000,4.00000,-3.60000,0,399.0170000,3.1620000,-3.1130000
5096,TOI-1347 b,TOI-1347,1,2,2024,0.84742346,0.00000061,-0.00000061,0,0.017100,0.000300,-0.000300,0,1.800,0.100,-0.100,0,11.10000,1.20000,-1.20000,0,147.4760000,1.0500000,-1.0350000
5097,TOI-1347 c,TOI-1347,1,2,2024,4.84196200,0.00001200,-0.00001200,0,0.054600,0.000900,-0.001000,0,1.600,0.100,-0.100,0,6.40000,,,1,147.4760000,1.0500000,-1.0350000
5098,TOI-1386 b,TOI-1386,1,2,2024,25.84010000,0.00310000,-0.00310000,0,0.173000,0.003000,-0.003000,0,6.216,0.206,-0.170,0,45.80000,5.80000,-5.70000,0,146.8580000,0.6870000,-0.6800000
5099,TOI-1386 c,TOI-1386,1,2,2024,232.00000000,9.30000000,-9.30000000,0,0.750000,0.030000,-0.020000,0,10.300,,,0,75.20000,15.30000,-15.00000,0,146.8580000,0.6870000,-0.6800000
5100,TOI-139 b,TOI-139,1,1,2023,11.07085000,0.00002400,-0.00003000,0,,,,,2.457,0.212,-0.124,0,6.60000,,,0,42.4061000,0.0764000,-0.0762000
5101,TOI-1408 b,TOI-1408,1,2,2023,4.42587000,0.00003000,-0.00003000,0,0.057780,0.000100,-0.000100,0,25.000,4.000,-4.000,0,593.00000,4.00000,-4.00000,0,139.4840000,0.4180000,-0.4170000
5102,TOI-1408 c,TOI-1408,1,2,2024,2.16640000,0.00010000,-0.00010000,0,0.035870,0.000080,-0.000080,0,2.220,0.060,-0.060,0,7.60000,0.20000,-0.20000,0,139.4840000,0.4180000,-0.4170000
5103,TOI-1410 c,TOI-1410,1,2,2024,47.56000000,0.15000000,-0.15000000,0,0.239000,0.004000,-0.005000,0,5.630,,,0,27.00000,3.30000,-3.20000,0,72.7512000,0.1607000,-0.1601000
5104,TOI-1410.01,TOI-1410,1,2,2024,1.21687000,0.00003000,-0.00003000,0,0.020700,0.000400,-0.000400,0,3.101,0.220,-0.161,0,12.50000,1.10000,-1.00000,0,72.7512000,0.1607000,-0.1601000
5105,TOI-1411 b,TOI-1411,1,1,2022,1.45205270,0.00000170,-0.00000170,0,0.021220,0.000400,-0.000400,0,1.199,0.049,-0.045,0,2.00000,1.20000,-1.10000,0,32.4778000,0.0225000,-0.0225000
5106,TOI-1416 b,TOI-1416,1,1,2023,1.06975680,0.00000280,-0.00000280,0,0.019000,0.000300,-0.000300,0,1.620,0.080,-0.080,0,3.48000,0.47000,-0.47000,0,55.0135000,0.0775000,-0.0772000
5107,TOI-1420 b,TOI-1420,1,1,2023,6.95610630,0.00000170,-0.00000170,0,0.071000,0.001200,-0.001200,0,11.890,0.330,-0.330,0,25.10000,3.80000,-3.80000,0,201.9180000,0.9180000,-0.9110000
5108,TOI-1422 b,TOI-1422,1,1,2022,12.99720000,0.00060000,-0.00060000,0,0.108000,0.003000,-0.003000,0,3.960,0.130,-0.110,0,9.00000,2.30000,-2.00000,0,155.1410000,0.6630000,-0.6570000
5109,TOI-1431 b,TOI-1431,1,1,2021,2.65023700,0.00000300,-0.00000300,0,0.046000,0.002000,-0.002000,0,16.701,0.560,-0.560,0,991.62463,57.20911,-57.20911,0,148.9250000,1.0340000,-1.0200000
5110,TOI-1437 b,TOI-1437,1,1,2024,18.84094200,0.00006000,-0.00006800,0,0.140000,0.018000,-0.017000,0,2.240,0.230,-0.220,0,9.60000,3.90000,-3.30000,0,103.2970000,0.1830000,-0.1830000
5111,TOI-1439 b,TOI-1439,1,1,2024,27.64400000,0.00012000,-0.00012000,0,0.192000,0.004000,-0.004000,0,4.243,0.230,-0.168,0,38.50000,5.70000,-5.60000,0,230.3060000,2.3580000,-2.3110000
5112,TOI-1442 b,TOI-1442,1,1,2022,0.40906770,0.00000030,-0.00000030,0,0.007100,0.000200,-0.000200,0,1.170,0.060,-0.060,0,1.71000,,,0,41.1659000,0.0618000,-0.0615000
5113,TOI-1443 b,TOI-1443,1,1,2024,23.54067800,0.00005800,-0.00005800,0,0.147000,0.003000,-0.003000,0,2.304,0.127,-0.101,0,30.00000,,,1,85.8034000,0.2059000,-0.2049000
5114,TOI-1444 b,TOI-1444,1,1,2021,0.47027430,0.00000110,-0.00000110,0,0.011600,0.000200,-0.000200,0,1.418,0.047,-0.041,0,3.58000,0.76000,-0.75000,0,125.4630000,0.3370000,-0.3350000
5115,TOI-1448 b,TOI-1448,1,1,2024,8.11224500,0.00001800,-0.00001800,0,0.056700,0.001500,-0.001500,0,2.749,0.067,-0.063,0,19.50000,,,1,73.3345000,0.1733000,-0.1724000
5116,TOI-1450 A b,TOI-1450 A,2,2,2024,2.04392740,0.00000100,-0.00000100,0,,,,,1.130,0.043,-0.043,0,1.25800,0.12800,-0.12800,0,22.4467000,0.0132000,-0.0131000
5117,TOI-1450 A c,TOI-1450 A,2,2,2024,5.06880000,0.00190000,-0.00190000,0,,,,,1.130,,,0,1.52700,0.18100,-0.18100,0,22.4467000,0.0132000,-0.0131000
5118,TOI-1451 b,TOI-1451,1,1,2024,16.53794400,0.00004500,-0.00004500,0,0.127000,0.003000,-0.003000,0,2.611,0.134,-0.103,0,15.20000,2.80000,-2.80000,0,91.9362000,0.2177000,-0.2168000
5119,TOI-1452 b,TOI-1452,2,1,2022,11.06201000,0.00002000,-0.00002000,0,0.061000,0.003000,-0.003000,0,1.672,0.071,-0.071,0,4.82000,1.30000,-1.30000,0,30.5212000,0.0392000,-0.0390000
5120,TOI-1467 b,TOI-1467,1,1,2024,5.97199000,0.00083000,-0.00083000,0,0.049500,0.000900,-0.000900,0,1.676,0.088,-0.084,0,9.00000,,,1,37.4418000,0.0546500,-0.0546500
5121,TOI-1468 b,TOI-1468,1,2,2022,1.88051360,0.00000240,-0.00000260,0,,,,,1.280,0.038,-0.039,0,3.21000,0.24000,-0.24000,0,24.7399000,0.0469000,-0.0467000
5122,TOI-1468 c,TOI-1468,1,2,2022,15.53248200,0.00003400,-0.00003300,0,,,,,2.064,0.044,-0.044,0,6.64000,0.67000,-0.68000,0,24.7399000,0.0469000,-0.0467000
5123,TOI-1470 b,TOI-1470,1,2,2023,2.52709300,0.00000400,-0.00000300,0,0.028500,0.000400,-0.000400,0,2.180,0.040,-0.040,0,7.32000,1.21000,-1.24000,0,51.9503000,0.0745000,-0.0745000
5124,TOI-1470 c,TOI-1470,1,2,2023,18.08816000,0.00006000,-0.00008000,0,0.106000,0.001000,-0.001000,0,2.470,0.020,-0.020,0,7.24000,2.87000,-2.77000,0,51.9503000,0.0745000,-0.0745000
5125,TOI-1472 b,TOI-1472,1,1,2024,6.36381000,0.00091000,-0.00091000,0,0.065000,0.001000,-0.001000,0,4.160,0.157,-0.126,0,16.50000,5.10000,-5.10000,0,121.8400000,1.3310000,-1.3030000
5126,TOI-1478 b,TOI-1478,1,1,2021,10.18024900,0.00001500,-0.00001500,0,0.090300,0.001800,-0.001300,0,11.882,0.448,-0.437,0,270.47333,16.52716,-14.93801,0,152.8920000,0.9150000,-0.9050000
5127,TOI-150.01,TOI-150,1,1,2019,5.85748700,0.00008900,-0.00009700,0,0.070370,0.000870,-0.000880,0,14.067,0.235,-0.213,0,797.75330,38.13960,-38.13960,0,336.2670000,1.9270000,-1.9050000
5128,TOI-1516 b,TOI-1516,1,1,2022,2.05601400,0.00000200,-0.00000200,0,,,,,15.244,0.336,-0.336,0,1004.33777,38.13941,-38.13941,0,247.0540000,1.3680000,-1.3540000
5129,TOI-1518 b,TOI-1518,1,1,2021,1.90260300,0.00001100,-0.00001100,0,0.038900,0.001100,-0.001100,0,21.017,0.594,-0.594,0,731.00534,,,1,225.8880000,1.6900000,-1.6660000
5130,TOI-157 b,TOI-157,1,1,2020,2.08454350,0.00000230,-0.00000230,0,0.031380,0.000250,-0.000200,0,14.415,0.258,-0.224,0,375.03940,41.31790,-38.13960,0,355.6830000,2.8480000,-2.8040000
5131,TOI-1601 b,TOI-1601,1,1,2021,5.33175000,0.00014000,-0.00014000,0,0.069000,0.001000,-0.001000,0,14.199,0.649,-0.511,0,387.00000,16.00000,-17.00000,0,336.6080000,8.3890000,-7.9980000
5132,TOI-163 b,TOI-163,1,1,2019,4.23130600,0.00006300,-0.00005700,0,0.058000,0.001400,-0.001400,0,16.690,0.381,-0.381,0,387.75260,38.13960,-38.13960,0,411.7190000,8.1630000,-7.8570000
5133,TOI-1634 b,TOI-1634,2,2,2021,0.98934550,0.00000600,-0.00000600,0,0.015450,0.000140,-0.000140,0,1.773,0.077,-0.077,0,7.57000,0.71000,-0.72000,0,35.2736000,0.0527000,-0.0526000
5134,TOI-1634 c,TOI-1634,2,2,2022,103.00000000,5.80000000,-4.50000000,0,,,,,,,,,,,,,35.2736000,0.0527000,-0.0526000
5135,TOI-1669 b,TOI-1669,1,2,2023,500.00000000,13.00000000,-13.00000000,0,1.270000,0.030000,-0.030000,0,14.100,,,0,191.00000,25.00000,-24.00000,0,111.2760000,0.3710000,-0.3680000
5136,TOI-1669 c,TOI-1669,1,2,2024,2.68005350,0.00000620,-0.00000620,0,0.037600,0.000700,-0.000700,0,2.296,0.102,-0.090,0,13.00000,,,1,111.2760000,0.3710000,-0.3680000
5137,TOI-1670 b,TOI-1670,1,2,2022,10.98462000,0.00046000,-0.00051000,0,0.103000,0.002000,-0.002000,0,2.060,0.190,-0.150,0,41.31769,,,1,168.0670000,0.6900000,-0.6840000
5138,TOI-1670 c,TOI-1670,1,2,2022,40.74976000,0.00002200,-0.00021000,0,0.249000,0.005000,-0.005000,0,11.063,0.280,-0.280,0,200.23190,28.60456,-25.42627,0,168.0670000,0.6900000,-0.6840000
5139,TOI-1680 b,TOI-1680,1,1,2023,4.80263450,0.00000400,-0.00000390,0,0.031440,0.000250,-0.000260,0,1.466,0.063,-0.049,0,2.75000,,,0,37.2209000,0.0617000,-0.0614000
5140,TOI-1683.01,TOI-1683,1,1,2024,3.05753560,,,0,0.036508,,,0,2.638,0.276,-0.276,0,7.45000,,,0,51.1884000,0.1393000,-0.1385000
5141,TOI-1685 b,TOI-1685,1,1,2021,0.66913924,0.00000042,-0.00000042,0,0.011380,0.000350,-0.000340,0,1.468,0.050,-0.051,0,3.03000,0.33000,-0.32000,0,37.6153000,0.0728000,-0.0725000
5142,TOI-169 b,TOI-169,1,1,2020,2.25544770,0.00000630,-0.00000630,0,0.035240,0.000690,-0.000790,0,12.173,0.908,-0.538,0,251.40353,20.34112,-19.06980,0,407.8400000,4.2370000,-4.1520000
5143,TOI-1691 b,TOI-1691,1,1,2024,16.73690000,0.00003000,-0.00003000,0,0.126000,0.003000,-0.003000,0,3.565,0.107,-0.087,0,14.60000,5.40000,-5.30000,0,111.4450000,0.3700000,-0.3670000
5144,TOI-1693 b,TOI-1693,1,1,2022,1.76669570,0.00000540,-0.00000540,0,0.022600,0.000400,-0.000400,0,1.410,0.100,-0.100,0,2.57000,,,0,30.7947000,0.0391000,-0.0391000
5145,TOI-1694 b,TOI-1694,1,2,2023,3.77010700,0.00008500,-0.00008500,0,0.045000,0.000800,-0.000800,0,5.342,0.148,-0.119,0,31.30000,2.70000,-2.50000,0,124.6800000,0.5900000,-0.5840000
5146,TOI-1694 c,TOI-1694,1,2,2023,393.10000000,4.70000000,-4.70000000,0,0.100000,0.020000,-0.020000,0,13.800,,,0,297.00000,16.00000,-16.00000,0,124.6800000,0.5900000,-0.5840000
5147,TOI-1695 b,TOI-1695,1,1,2022,3.13427910,0.00000710,-0.00000630,0,0.033548,0.000260,-0.000268,0,1.900,0.160,-0.140,0,6.36000,1.00000,-1.00000,0,45.1309000,0.0680500,-0.0680500
5148,TOI-1696 b,TOI-1696,1,1,2022,2.50031100,0.00000400,-0.00000400,0,0.022900,0.000200,-0.000200,0,3.090,0.110,-0.110,0,48.80000,,,1,64.9172000,0.3581000,-0.3544000
5149,TOI-1710 b,TOI-1710,2,1,2022,24.28337700,0.00002600,-0.00002600,0,0.166000,0.003000,-0.001300,0,5.203,0.096,-0.091,0,22.40000,4.10000,-4.00000,0,81.2271000,0.1773000,-0.1766000
5150,TOI-172 b,TOI-172,1,1,2019,9.47725000,0.00064000,-0.00079000,0,0.091400,0.001700,-0.001700,0,10.817,0.359,-0.325,0,1722.63860,69.92260,-63.56600,0,342.8310000,7.3710000,-7.0710000
5151,TOI-1723 b,TOI-1723,1,1,2024,13.72641000,0.00046000,-0.00046000,0,0.114000,0.002000,-0.002000,0,3.292,0.143,-0.128,0,10.40000,5.20000,-4.80000,0,100.7270000,0.2920000,-0.2910000
5152,TOI-1728 b,TOI-1728,1,1,2020,3.49151000,0.00006200,-0.00005700,0,0.039100,0.000900,-0.000900,0,5.050,0.160,-0.170,0,26.78000,5.43000,-5.13000,0,60.7980000,0.1363500,-0.1363500
5153,TOI-1736 b,TOI-1736,1,2,2023,7.07307600,0.00001700,-0.00001700,0,0.073000,0.001000,-0.001000,0,3.182,0.122,-0.095,0,12.30000,1.50000,-1.40000,0,88.9482000,0.3219000,-0.3198000
5154,TOI-1736 c,TOI-1736,1,2,2023,571.25000000,0.46000000,-0.46000000,0,1.370000,0.030000,-0.030000,0,12.500,,,0,2800.00000,500.00000,-200.00000,0,88.9482000,0.3219000,-0.3198000
5155,TOI-1739 b,TOI-1739,1,1,2024,8.30334200,0.00001100,-0.00001300,0,0.074200,0.001400,-0.001400,0,1.695,0.098,-0.085,0,3.52000,,,0,70.9819000,0.1032000,-0.1029000
5156,TOI-1742 b,TOI-1742,1,1,2024,21.26908400,0.00005100,-0.00005100,0,0.154000,0.003000,-0.003000,0,2.365,0.057,-0.051,0,9.70000,1.90000,-1.90000,0,72.8871000,0.1196000,-0.1192000
5157,TOI-1749 b,TOI-1749,1,3,2021,2.38839000,0.00031000,-0.00066000,0,0.029100,0.000500,-0.000500,0,1.390,0.210,-0.190,0,57.00000,,,1,99.5561000,0.1172000,-0.1172000
5158,TOI-1749 c,TOI-1749,1,3,2021,4.49290000,0.00380000,-0.00270000,0,0.044300,0.000800,-0.000800,0,2.120,0.120,-0.120,0,14.00000,,,1,99.5561000,0.1172000,-0.1172000
5159,TOI-1749 d,TOI-1749,1,3,2021,9.04970000,0.00490000,-0.00320000,0,0.070700,0.001200,-0.001200,0,2.520,0.150,-0.150,0,15.00000,,,1,99.5561000,0.1172000,-0.1172000
5160,TOI-1751 b,TOI-1751,1,1,2024,37.46852000,0.00013000,-0.00013000,0,0.215000,0.004000,-0.004000,0,2.951,0.111,-0.082,0,19.50000,3.50000,-3.40000,0,113.3350000,0.2930000,-0.2910000
5161,TOI-1753 b,TOI-1753,1,1,2024,5.38461040,0.00000990,-0.00000990,0,0.059000,0.001000,-0.001000,0,2.479,0.098,-0.079,0,16.60000,5.20000,-5.20000,0,226.6710000,2.7310000,-2.6670000
5162,TOI-1758 b,TOI-1758,1,1,2024,20.70512700,0.00005600,-0.00005600,0,0.138000,0.003000,-0.003000,0,3.557,0.228,-0.142,0,6.90000,6.20000,-6.30000,0,96.6215000,0.3434000,-0.3409000
5163,TOI-1759 b,TOI-1759,1,1,2022,18.85019000,0.00013000,-0.00013000,0,0.117700,0.003800,-0.003800,0,3.140,0.100,-0.100,0,10.80000,1.50000,-1.50000,0,40.0654000,0.0423000,-0.0423000
5164,TOI-1775 b,TOI-1775,1,1,2024,10.24055490,0.00000960,-0.00000960,0,0.080000,0.002000,-0.002000,0,8.047,0.143,-0.128,0,96.00000,15.00000,-15.00000,0,149.2340000,0.9530000,-0.9420000
5165,TOI-1776 b,TOI-1776,1,1,2024,2.79986800,0.00002300,-0.00002300,0,0.037800,0.000700,-0.000800,0,1.216,0.090,-0.077,0,1.40000,1.10000,-1.00000,0,44.6470000,0.1534000,-0.1523000
5166,TOI-178 b,TOI-178,1,6,2021,1.91455800,0.00001800,-0.00001800,0,0.026070,0.000780,-0.000780,0,1.152,0.073,-0.070,0,1.50000,0.39000,-0.44000,0,62.6990000,0.2074000,-0.2061000
5167,TOI-178 c,TOI-178,1,6,2021,3.23845000,0.00002000,-0.00001900,0,0.037000,0.001100,-0.001100,0,1.669,0.114,-0.099,0,4.77000,0.55000,-0.68000,0,62.6990000,0.2074000,-0.2061000
5168,TOI-178 d,TOI-178,1,6,2021,6.55770000,0.00001600,-0.00001600,0,0.059200,0.001800,-0.001800,0,2.572,0.075,-0.078,0,3.01000,0.80000,-1.03000,0,62.6990000,0.2074000,-0.2061000
5169,TOI-178 e,TOI-178,1,6,2021,9.96188100,0.00004200,-0.00004200,0,0.078300,0.002300,-0.002400,0,2.207,0.088,-0.090,0,3.86000,1.25000,-0.94000,0,62.6990000,0.2074000,-0.2061000
5170,TOI-178 f,TOI-178,1,6,2021,15.23191500,0.00011500,-0.00009500,0,0.103900,0.003100,-0.003100,0,2.287,0.108,-0.110,0,7.72000,1.67000,-1.52000,0,62.6990000,0.2074000,-0.2061000
5171,TOI-178 g,TOI-178,1,6,2021,20.70950000,0.00014000,-0.00011000,0,0.127500,0.003800,-0.003900,0,2.870,0.140,-0.130,0,3.94000,1.31000,-1.62000,0,62.6990000,0.2074000,-0.2061000
5172,TOI-1789 b,TOI-1789,1,1,2021,3.20866400,0.00001500,-0.00001500,0,0.048820,0.000630,-0.001600,0,16.141,2.690,-1.569,0,222.47988,50.85255,-50.85255,0,229.0670000,2.3880000,-2.3400000
5173,TOI-1794 b,TOI-1794,1,1,2024,8.76552800,0.00003500,-0.00003500,0,0.082000,0.002000,-0.002000,0,3.297,0.167,-0.137,0,8.70000,4.10000,-4.00000,0,155.7910000,0.6240000,-0.6190000
5174,TOI-1798.01,TOI-1798,1,2,2024,8.02154000,0.00002800,-0.00002800,0,0.074000,0.001000,-0.001000,0,2.385,0.118,-0.092,0,6.50000,2.00000,-2.00000,0,113.1810000,0.3090000,-0.3080000
5175,TOI-1798.02,TOI-1798,1,2,2024,0.43781460,0.00000140,-0.00000140,0,0.010700,0.000200,-0.000200,0,1.399,0.068,-0.058,0,5.60000,0.80000,-0.70000,0,113.1810000,0.3090000,-0.3080000
5176,TOI-1799 b,TOI-1799,1,1,2024,7.08573800,0.00008300,-0.00008300,0,0.071000,0.001000,-0.001000,0,1.422,0.093,-0.088,0,4.00000,1.70000,-1.80000,0,62.1274000,0.1962000,-0.1950000
5177,TOI-1801 b,TOI-1801,2,1,2023,10.64387000,0.00005000,-0.00006000,0,0.075000,0.001000,-0.001000,0,2.079,0.124,-0.110,0,5.73800,1.45500,-1.42800,0,30.6796000,0.1677000,-0.1677000
5178,TOI-1806.01,TOI-1806,1,1,2024,15.14546930,,,0,0.087735,,,0,3.410,0.351,-0.351,0,11.50000,,,0,55.5211000,0.2006000,-0.1992000
5179,TOI-1807 b,TOI-1807,1,1,2021,0.54937097,0.00000072,-0.00000072,0,0.012200,0.000200,-0.000200,0,1.497,0.081,-0.068,0,2.44000,0.60000,-0.57000,0,42.5775000,0.0622000,-0.0620000
5180,TOI-181 b,TOI-181,1,1,2023,4.53200000,0.00000200,-0.00000200,0,0.053900,0.004300,-0.003600,0,6.956,0.087,-0.101,0,46.16870,2.71000,-7.83000,0,96.2338000,0.5781000,-0.5714000
5181,TOI-1811 b,TOI-1811,1,1,2023,3.71307650,0.00000170,-0.00000170,0,0.043890,0.000580,-0.000550,0,11.142,0.280,-0.258,0,308.92921,24.15496,-24.79062,0,128.2300000,0.7110000,-0.7040000
5182,TOI-1820 b,TOI-1820,1,1,2022,4.86067400,0.00000500,-0.00000500,0,0.061000,0.003000,-0.003000,0,12.778,0.224,-0.224,0,731.00534,63.56568,-63.56568,0,248.5040000,3.6480000,-3.5460000
5183,TOI-1823 b,TOI-1823,1,1,2024,38.80000000,0.01000000,-0.01000000,0,0.212000,0.004000,-0.004000,0,7.541,0.332,-0.252,0,67.40000,8.10000,-8.30000,0,71.6456000,0.1151000,-0.1148000
5184,TOI-1824 b,TOI-1824,1,1,2024,22.80853300,0.00005500,-0.00005500,0,0.151000,0.003000,-0.003000,0,2.744,0.087,-0.072,0,16.00000,2.60000,-2.60000,0,59.4314000,0.1300000,-0.1294000
